chr,source,feature,start,stop,score,strand,frame,identifier
chrXIV,van_Dijk_2011,XUT,337942,339295,2.789850926,+,.,14F-123
chrXIV,van_Dijk_2011,XUT,345719,346212,3.971305719,+,.,14F-126
chrXIV,van_Dijk_2011,XUT,354422,355503,4.329604595,+,.,14F-133
chrXIV,van_Dijk_2011,XUT,372464,374321,4.005506262,+,.,14F-142
chrXIV,van_Dijk_2011,XUT,440726,441306,3.54865658,+,.,14F-166
chrXIV,van_Dijk_2011,XUT,444791,447045,3.061856443,+,.,14F-171
chrXIV,van_Dijk_2011,XUT,500892,501205,1.813157885,+,.,14F-190
chrXIV,van_Dijk_2011,XUT,535209,535949,3.565125643,+,.,14F-208
chrXIV,van_Dijk_2011,XUT,546154,546781,3.329519154,+,.,14F-214
chrXIV,van_Dijk_2011,XUT,561386,561815,4.439940562,+,.,14F-219
chrXIV,van_Dijk_2011,XUT,587420,588452,2.871759251,+,.,14F-231
chrXIV,van_Dijk_2011,XUT,597738,598345,2.843014142,+,.,14F-234
chrXIV,van_Dijk_2011,XUT,599181,600285,2.394089601,+,.,14F-236
chrXIV,van_Dijk_2011,XUT,600453,601002,2.22309342,+,.,14F-238
chrXIV,van_Dijk_2011,XUT,601078,601788,2.07870351,+,.,14F-240
chrXIV,van_Dijk_2011,XUT,624953,625360,1.788761231,+,.,14F-255
chrXIV,van_Dijk_2011,XUT,629055,629530,3.359024284,+,.,14F-257
chrXIV,van_Dijk_2011,XUT,632764,634070,4.174138757,+,.,14F-259
chrXIV,van_Dijk_2011,XUT,662282,662632,2.259118736,+,.,14F-269
chrXIV,van_Dijk_2011,XUT,692121,692442,3.3344821,+,.,14F-280
chrXIV,van_Dijk_2011,XUT,724417,726019,3.452279611,+,.,14F-289
chrXIV,van_Dijk_2011,XUT,727571,729065,3.414197783,+,.,14F-290
chrXIV,van_Dijk_2011,XUT,729689,729948,3.336501268,+,.,14F-292
chrXIV,van_Dijk_2011,XUT,731183,733338,2.780439707,+,.,14F-293
chrXIV,van_Dijk_2011,XUT,739324,739663,3.225994476,+,.,14F-296
chrXIV,van_Dijk_2011,XUT,742295,742589,2.3344821,+,.,14F-302
chrXIV,van_Dijk_2011,XUT,743788,746430,4.309885412,+,.,14F-303
chrXIV,van_Dijk_2011,XUT,755223,756770,3.663081036,+,.,14F-306
chrXIV,van_Dijk_2011,XUT,757583,758412,3.430976214,+,.,14F-310
chrXIV,van_Dijk_2011,XUT,759586,760798,3.122233378,+,.,14F-313
chrXIV,van_Dijk_2011,XUT,763468,763881,1.975473353,+,.,14F-319
chrXIV,van_Dijk_2011,XUT,770318,771648,2.806516369,+,.,14F-324
chrXIV,van_Dijk_2011,XUT,10711,11176,3.111434712,-,.,14R-1
chrXIV,van_Dijk_2011,XUT,32873,33204,2.47377981,-,.,14R-9
chrXIV,van_Dijk_2011,XUT,64998,66251,3.421712519,-,.,14R-21
chrXIV,van_Dijk_2011,XUT,107636,108217,4.251075194,-,.,14R-36
chrXIV,van_Dijk_2011,XUT,110701,112904,3.640204058,-,.,14R-40
chrXIV,van_Dijk_2011,XUT,124806,125825,2.026170953,-,.,14R-44
chrXIV,van_Dijk_2011,XUT,126103,126712,2.405918757,-,.,14R-46
chrXIV,van_Dijk_2011,XUT,200430,200865,3.202031804,-,.,14R-72
chrXIV,van_Dijk_2011,XUT,201341,201972,2.897127301,-,.,14R-74
chrXIV,van_Dijk_2011,XUT,204901,206789,4.294648122,-,.,14R-75
chrXIV,van_Dijk_2011,XUT,241432,242252,5.117383978,-,.,14R-89
chrXIV,van_Dijk_2011,XUT,242272,244255,3.638050909,-,.,14R-90
chrXIV,van_Dijk_2011,XUT,275281,275655,4.036268244,-,.,14R-106
chrXIV,van_Dijk_2011,XUT,288785,289180,2.239813956,-,.,14R-108
chrXIV,van_Dijk_2011,XUT,297766,298109,3.201700264,-,.,14R-111
chrXIV,van_Dijk_2011,XUT,301233,302288,2.492314717,-,.,14R-114
chrXIV,van_Dijk_2011,XUT,330527,331351,2.672005312,-,.,14R-128
chrXIV,van_Dijk_2011,XUT,335167,337788,3.260316081,-,.,14R-130
chrXIV,van_Dijk_2011,XUT,339727,340147,3.754813899,-,.,14R-132
chrXIV,van_Dijk_2011,XUT,348730,348983,2.947458977,-,.,14R-136
chrXIV,van_Dijk_2011,XUT,355617,356208,1.663155954,-,.,14R-141
chrXIV,van_Dijk_2011,XUT,383080,383528,3.381355504,-,.,14R-153
chrXIV,van_Dijk_2011,XUT,392824,393564,3.498868918,-,.,14R-157
chrXIV,van_Dijk_2011,XUT,405950,408066,2.648013931,-,.,14R-162
chrXIV,van_Dijk_2011,XUT,450889,451511,4.690423312,-,.,14R-179
chrXIV,van_Dijk_2011,XUT,462183,463020,5.394345342,-,.,14R-181
chrXIV,van_Dijk_2011,XUT,463308,463793,5.316692787,-,.,14R-184
chrXIV,van_Dijk_2011,XUT,463859,465390,4.795198971,-,.,14R-185
chrXIV,van_Dijk_2011,XUT,465520,466655,3.894129475,-,.,14R-187
chrXIV,van_Dijk_2011,XUT,479485,480171,2.931862122,-,.,14R-192
chrXIV,van_Dijk_2011,XUT,480556,480943,1.154901057,-,.,14R-194
chrXIV,van_Dijk_2011,XUT,481628,483138,3.854349573,-,.,14R-195
chrXIV,van_Dijk_2011,XUT,488370,488651,3.389977213,-,.,14R-201
chrXIV,van_Dijk_2011,XUT,490196,491243,3.460953499,-,.,14R-204
chrXIV,van_Dijk_2011,XUT,493232,493594,3.867490672,-,.,14R-205
chrXIV,van_Dijk_2011,XUT,501201,502844,4.600091304,-,.,14R-210
chrXIV,van_Dijk_2011,XUT,525016,525521,3.140104055,-,.,14R-217
chrXIV,van_Dijk_2011,XUT,525539,525839,2.933452119,-,.,14R-219
chrXIV,van_Dijk_2011,XUT,530201,530976,4.105812903,-,.,14R-220
chrXIV,van_Dijk_2011,XUT,531321,532564,2.869703819,-,.,14R-223
chrXIV,van_Dijk_2011,XUT,542878,543180,4.269387072,-,.,14R-229
chrXIV,van_Dijk_2011,XUT,547236,549254,3.507268,-,.,14R-232
chrXIV,van_Dijk_2011,XUT,570457,571663,2.874316121,-,.,14R-245
chrXIV,van_Dijk_2011,XUT,571962,572499,2.526752728,-,.,14R-249
chrXIV,van_Dijk_2011,XUT,572566,573043,2.862067486,-,.,14R-250
chrXIV,van_Dijk_2011,XUT,604933,605775,2.900592372,-,.,14R-264
chrXIV,van_Dijk_2011,XUT,609617,611305,3.848080383,-,.,14R-269
chrXIV,van_Dijk_2011,XUT,614561,615755,3.602960471,-,.,14R-271
chrXIV,van_Dijk_2011,XUT,635851,636807,4.492437807,-,.,14R-284
chrXIV,van_Dijk_2011,XUT,642860,643575,3.598873127,-,.,14R-286
chrXIV,van_Dijk_2011,XUT,652437,653200,2.309846679,-,.,14R-291
chrXIV,van_Dijk_2011,XUT,662092,662443,2.266918816,-,.,14R-293
chrXIV,van_Dijk_2011,XUT,691889,692266,2.192571475,-,.,14R-300
chrXIV,van_Dijk_2011,XUT,706748,707555,2.900592372,-,.,14R-308
chrXIV,van_Dijk_2011,XUT,726915,727232,4.552321035,-,.,14R-319
chrXIV,van_Dijk_2011,XUT,735851,736941,3.488190698,-,.,14R-327
chrXIV,van_Dijk_2011,XUT,740187,742228,4.036600046,-,.,14R-330
chrXIV,van_Dijk_2011,XUT,746461,746754,2.264649153,-,.,14R-332
chrXIV,van_Dijk_2011,XUT,763201,764001,2.282443225,-,.,14R-340
chrXIV,van_Dijk_2011,XUT,764750,769444,3.305641878,-,.,14R-344
chrXIV,van_Dijk_2011,XUT,771483,772597,3.722158199,-,.,14R-347
chrXIV,van_Dijk_2011,XUT,772649,772900,4.464034503,-,.,14R-348
chrXIV,van_Dijk_2011,XUT,772976,774506,3.945764678,-,.,14R-349
chrXV,van_Dijk_2011,XUT,3207,4031,5.941003955,+,.,15F-1
chrXV,van_Dijk_2011,XUT,14859,15264,1.999926397,+,.,15F-5
chrXV,van_Dijk_2011,XUT,15692,16880,4.579288083,+,.,15F-6
chrXV,van_Dijk_2011,XUT,17985,18684,4.590765464,+,.,15F-9
chrXV,van_Dijk_2011,XUT,21146,22509,2.616136133,+,.,15F-10
chrXV,van_Dijk_2011,XUT,28317,28675,1.995287502,+,.,15F-14
chrXV,van_Dijk_2011,XUT,33345,34330,2.081024822,+,.,15F-18
chrXV,van_Dijk_2011,XUT,35968,39647,3.613770018,+,.,15F-21
chrXV,van_Dijk_2011,XUT,47928,48269,2.859231794,+,.,15F-26
chrXV,van_Dijk_2011,XUT,48362,48734,4.156045599,+,.,15F-27
chrXV,van_Dijk_2011,XUT,69597,70024,3.006352666,+,.,15F-33
chrXV,van_Dijk_2011,XUT,78933,79483,2.992355515,+,.,15F-39
chrXV,van_Dijk_2011,XUT,81602,81869,3.947458977,+,.,15F-42
chrXV,van_Dijk_2011,XUT,90221,91803,3.835566097,+,.,15F-45
chrXV,van_Dijk_2011,XUT,189700,190208,2.102528373,+,.,15F-89
chrXV,van_Dijk_2011,XUT,200840,201111,6.428585667,+,.,15F-94
chrXV,van_Dijk_2011,XUT,225494,226202,3.347699474,+,.,15F-102
chrXV,van_Dijk_2011,XUT,227639,228031,2.180949107,+,.,15F-104
chrXV,van_Dijk_2011,XUT,232963,233678,2.927695722,+,.,15F-107
chrXV,van_Dijk_2011,XUT,241559,242799,3.927281095,+,.,15F-112
chrXV,van_Dijk_2011,XUT,253697,254001,1.176940823,+,.,15F-116
chrXV,van_Dijk_2011,XUT,281650,282071,3.178784523,+,.,15F-129
chrXV,van_Dijk_2011,XUT,311777,312643,2.428410593,+,.,15F-141
chrXV,van_Dijk_2011,XUT,315269,316175,2.910084706,+,.,15F-144
chrXV,van_Dijk_2011,XUT,322208,323022,2.30872522,+,.,15F-148
chrXV,van_Dijk_2011,XUT,335812,337475,4.345027624,+,.,15F-156
chrXV,van_Dijk_2011,XUT,338088,338609,1.71041978,+,.,15F-157
chrXV,van_Dijk_2011,XUT,346418,347013,1.833802195,+,.,15F-161
chrXV,van_Dijk_2011,XUT,348319,348999,3.00891518,+,.,15F-163
chrXV,van_Dijk_2011,XUT,373962,374419,2.75702832,+,.,15F-180
chrXV,van_Dijk_2011,XUT,418051,418681,3.762427083,+,.,15F-197
chrXV,van_Dijk_2011,XUT,422380,424797,3.705724367,+,.,15F-200
chrXV,van_Dijk_2011,XUT,435924,436494,3.752849712,+,.,15F-203
chrXV,van_Dijk_2011,XUT,437520,438493,3.843970427,+,.,15F-206
chrXV,van_Dijk_2011,XUT,458133,459695,2.962409318,+,.,15F-217
chrXV,van_Dijk_2011,XUT,476958,479264,4.394027126,+,.,15F-232
chrXV,van_Dijk_2011,XUT,491121,492939,3.492908363,+,.,15F-238
chrXV,van_Dijk_2011,XUT,504723,505501,2.60305702,+,.,15F-245
chrXV,van_Dijk_2011,XUT,506933,507698,2.454093117,+,.,15F-249
chrXV,van_Dijk_2011,XUT,550004,550264,6.027832393,+,.,15F-263
chrXV,van_Dijk_2011,XUT,559686,560281,1.941280402,+,.,15F-265
chrXV,van_Dijk_2011,XUT,570999,571885,4.242259894,+,.,15F-269
chrXV,van_Dijk_2011,XUT,589294,589732,1.659113483,+,.,15F-281
chrXV,van_Dijk_2011,XUT,611289,611621,4.006352666,+,.,15F-286
chrXV,van_Dijk_2011,XUT,617170,618246,3.696855721,+,.,15F-288
chrXV,van_Dijk_2011,XUT,639183,640925,3.412454635,+,.,15F-296
chrXV,van_Dijk_2011,XUT,667842,670445,3.49618154,+,.,15F-307
chrXV,van_Dijk_2011,XUT,672609,673491,4.308456637,+,.,15F-309
chrXV,van_Dijk_2011,XUT,673821,674094,5.5,+,.,15F-312
chrXV,van_Dijk_2011,XUT,682366,683099,3.532421478,+,.,15F-318
chrXV,van_Dijk_2011,XUT,701569,703951,3.719615337,+,.,15F-331
chrXV,van_Dijk_2011,XUT,744435,745496,1.888831247,+,.,15F-345
chrXV,van_Dijk_2011,XUT,825528,825791,0.961133914,+,.,15F-381
chrXV,van_Dijk_2011,XUT,844963,845572,1.855536488,+,.,15F-388
chrXV,van_Dijk_2011,XUT,958413,958700,2.09400764,+,.,15F-428
chrXV,van_Dijk_2011,XUT,967214,967768,3.832816411,+,.,15F-431
chrXV,van_Dijk_2011,XUT,968364,968691,4.908689407,+,.,15F-435
chrXV,van_Dijk_2011,XUT,968749,970331,3.200878294,+,.,15F-436
chrXV,van_Dijk_2011,XUT,978428,980050,2.404917877,+,.,15F-444
chrXV,van_Dijk_2011,XUT,995000,996935,3.796117443,+,.,15F-448
chrXV,van_Dijk_2011,XUT,1018991,1019917,3.350218146,+,.,15F-453
chrXV,van_Dijk_2011,XUT,1031654,1032350,3.45419631,+,.,15F-458
chrXV,van_Dijk_2011,XUT,1057983,1058434,3.878511623,+,.,15F-473
chrXV,van_Dijk_2011,XUT,1069593,1070405,2.589565385,+,.,15F-479
chrXV,van_Dijk_2011,XUT,2081,3817,4.273624065,-,.,15R-4
chrXV,van_Dijk_2011,XUT,4135,5377,3.853989304,-,.,15R-7
chrXV,van_Dijk_2011,XUT,5381,7836,3.838662554,-,.,15R-8
chrXV,van_Dijk_2011,XUT,8905,9848,3.932661975,-,.,15R-10
chrXV,van_Dijk_2011,XUT,16080,16597,1.608475718,-,.,15R-12
chrXV,van_Dijk_2011,XUT,24592,25491,3.586577248,-,.,15R-19
chrXV,van_Dijk_2011,XUT,34423,35537,3.517774702,-,.,15R-29
chrXV,van_Dijk_2011,XUT,38870,40345,3.855611221,-,.,15R-33
chrXV,van_Dijk_2011,XUT,40792,43402,4.113787354,-,.,15R-34
chrXV,van_Dijk_2011,XUT,71388,72313,3.234258848,-,.,15R-47
chrXV,van_Dijk_2011,XUT,73075,73957,2.796172929,-,.,15R-51
chrXV,van_Dijk_2011,XUT,83763,84035,2.057641895,-,.,15R-54
chrXV,van_Dijk_2011,XUT,84102,84399,1.52197469,-,.,15R-55
chrXV,van_Dijk_2011,XUT,84439,85191,2.485115763,-,.,15R-56
chrXV,van_Dijk_2011,XUT,97089,97440,2.122063499,-,.,15R-65
chrXV,van_Dijk_2011,XUT,99799,101331,3.526242903,-,.,15R-66
chrXV,van_Dijk_2011,XUT,128015,128319,3.241642081,-,.,15R-84
chrXV,van_Dijk_2011,XUT,145415,145806,2.625530882,-,.,15R-92
chrXV,van_Dijk_2011,XUT,167699,168419,3.222638813,-,.,15R-99
chrXV,van_Dijk_2011,XUT,169969,170824,3.130927409,-,.,15R-101
chrXV,van_Dijk_2011,XUT,219023,220564,3.86408889,-,.,15R-116
chrXV,van_Dijk_2011,XUT,299919,300402,3.288495895,-,.,15R-137
chrXV,van_Dijk_2011,XUT,324674,325062,3.393523372,-,.,15R-148
chrXV,van_Dijk_2011,XUT,326094,326452,2.468805378,-,.,15R-149
chrXV,van_Dijk_2011,XUT,331187,333402,3.252236968,-,.,15R-150
chrXV,van_Dijk_2011,XUT,347117,348141,3.576940144,-,.,15R-157
chrXV,van_Dijk_2011,XUT,350656,352536,7.635514971,-,.,15R-162
chrXV,van_Dijk_2011,XUT,356080,357227,2.259033156,-,.,15R-169
chrXV,van_Dijk_2011,XUT,367011,368132,3.99808505,-,.,15R-172
chrXV,van_Dijk_2011,XUT,368175,369038,3.53525585,-,.,15R-175
chrXV,van_Dijk_2011,XUT,369176,369482,3.376933859,-,.,15R-177
chrXV,van_Dijk_2011,XUT,369664,370264,2.606803674,-,.,15R-178
chrXV,van_Dijk_2011,XUT,379875,380732,2.674440483,-,.,15R-185
chrXV,van_Dijk_2011,XUT,383183,383508,2.888669646,-,.,15R-187
chrXV,van_Dijk_2011,XUT,386048,386497,2.858191639,-,.,15R-189
chrXV,van_Dijk_2011,XUT,400341,401662,2.35295079,-,.,15R-194
chrXV,van_Dijk_2011,XUT,437001,438106,3.371485259,-,.,15R-211
chrXV,van_Dijk_2011,XUT,446909,447183,2.812529397,-,.,15R-218
chrXV,van_Dijk_2011,XUT,447261,448375,3.491499059,-,.,15R-219
chrXV,van_Dijk_2011,XUT,448871,449240,3.084962501,-,.,15R-220
chrXV,van_Dijk_2011,XUT,461518,461788,2.111775332,-,.,15R-225
chrXV,van_Dijk_2011,XUT,475535,475867,1.815008681,-,.,15R-229
chrXV,van_Dijk_2011,XUT,494435,494701,3.255581272,-,.,15R-235
chrXV,van_Dijk_2011,XUT,511476,511915,3.378798289,-,.,15R-243
chrXV,van_Dijk_2011,XUT,517694,518030,2.021459558,-,.,15R-247
chrXV,van_Dijk_2011,XUT,521266,522625,5.093729665,-,.,15R-249
chrXV,van_Dijk_2011,XUT,577776,578076,4.660177025,-,.,15R-264
chrXV,van_Dijk_2011,XUT,578502,579775,3.821928095,-,.,15R-265
chrXV,van_Dijk_2011,XUT,642348,642624,4.873458396,-,.,15R-284
chrXV,van_Dijk_2011,XUT,657539,658206,4.449959318,-,.,15R-289
chrXV,van_Dijk_2011,XUT,662016,662367,3.175645362,-,.,15R-293
chrXV,van_Dijk_2011,XUT,662389,662784,2.96453249,-,.,15R-294
chrXV,van_Dijk_2011,XUT,690167,692225,3.71986802,-,.,15R-314
chrXV,van_Dijk_2011,XUT,721974,722586,2.571310491,-,.,15R-327
chrXV,van_Dijk_2011,XUT,762410,762849,3.152573407,-,.,15R-341
chrXV,van_Dijk_2011,XUT,770705,772228,4.481795405,-,.,15R-344
chrXV,van_Dijk_2011,XUT,780807,781554,2.729162886,-,.,15R-346
chrXV,van_Dijk_2011,XUT,804331,804854,3.01563048,-,.,15R-355
chrXV,van_Dijk_2011,XUT,837599,838199,2.995885667,-,.,15R-366
chrXV,van_Dijk_2011,XUT,848906,850123,4.731970155,-,.,15R-372
chrXV,van_Dijk_2011,XUT,869192,869517,2.818065455,-,.,15R-380
chrXV,van_Dijk_2011,XUT,881021,882092,3.085873006,-,.,15R-385
chrXV,van_Dijk_2011,XUT,903328,903699,6.449959318,-,.,15R-399
chrXV,van_Dijk_2011,XUT,908475,911752,4.006229616,-,.,15R-403
chrXV,van_Dijk_2011,XUT,969102,970074,2.484589787,-,.,15R-427
chrXV,van_Dijk_2011,XUT,976584,976967,1.725578059,-,.,15R-430
chrXV,van_Dijk_2011,XUT,980941,981498,3.942775984,-,.,15R-432
chrXV,van_Dijk_2011,XUT,982374,983679,2.528957622,-,.,15R-433
chrXV,van_Dijk_2011,XUT,988891,989470,2.797124704,-,.,15R-440
chrXV,van_Dijk_2011,XUT,990045,991525,2.497584099,-,.,15R-442
chrXV,van_Dijk_2011,XUT,1007375,1007987,6.532421478,-,.,15R-451
chrXV,van_Dijk_2011,XUT,1025978,1026254,3.250021747,-,.,15R-461
chrXV,van_Dijk_2011,XUT,1038053,1039397,2.904155193,-,.,15R-466
chrXV,van_Dijk_2011,XUT,1039703,1040023,3.388031568,-,.,15R-471
chrXV,van_Dijk_2011,XUT,1043402,1044024,3.096972518,-,.,15R-475
chrXV,van_Dijk_2011,XUT,1044751,1046031,2.267604867,-,.,15R-477
chrXV,van_Dijk_2011,XUT,1054483,1055138,3.512859211,-,.,15R-485
chrXV,van_Dijk_2011,XUT,1059441,1059952,2.198997744,-,.,15R-486
chrXV,van_Dijk_2011,XUT,1070647,1070931,4.342318594,-,.,15R-489
chrXV,van_Dijk_2011,XUT,1074183,1074439,1.749519599,-,.,15R-490
chrXV,van_Dijk_2011,XUT,1074527,1074851,4.591315167,-,.,15R-491
chrXVI,van_Dijk_2011,XUT,21952,22857,2.824602229,+,.,16F-1
chrXVI,van_Dijk_2011,XUT,43215,43955,2.625530882,+,.,16F-13
chrXVI,van_Dijk_2011,XUT,52905,53501,4.392040752,+,.,16F-17
chrXVI,van_Dijk_2011,XUT,55584,55868,2.59696173,+,.,16F-19
chrXVI,van_Dijk_2011,XUT,71411,71844,1.582174513,+,.,16F-24
chrXVI,van_Dijk_2011,XUT,75058,75492,2.883547213,+,.,16F-27
chrXVI,van_Dijk_2011,XUT,76692,79252,2.916298045,+,.,16F-28
chrXVI,van_Dijk_2011,XUT,79332,82598,4.39985792,+,.,16F-30
chrXVI,van_Dijk_2011,XUT,84467,85376,2.704888674,+,.,16F-31
chrXVI,van_Dijk_2011,XUT,95430,96668,3.839449503,+,.,16F-35
chrXVI,van_Dijk_2011,XUT,98923,99307,3.306787044,+,.,16F-36
chrXVI,van_Dijk_2011,XUT,128245,129732,3.907262544,+,.,16F-47
chrXVI,van_Dijk_2011,XUT,169629,169987,2.362496476,+,.,16F-65
chrXVI,van_Dijk_2011,XUT,188124,188708,4.032562545,+,.,16F-73
chrXVI,van_Dijk_2011,XUT,198016,198894,4.596293661,+,.,16F-81
chrXVI,van_Dijk_2011,XUT,210883,211182,3.497146003,+,.,16F-86
chrXVI,van_Dijk_2011,XUT,215379,216035,4.378508794,+,.,16F-88
chrXVI,van_Dijk_2011,XUT,242996,244365,4.618712145,+,.,16F-95
chrXVI,van_Dijk_2011,XUT,253686,254564,3.98112669,+,.,16F-98
chrXVI,van_Dijk_2011,XUT,259666,260827,2.636573053,+,.,16F-100
chrXVI,van_Dijk_2011,XUT,283617,285634,3.54508789,+,.,16F-113
chrXVI,van_Dijk_2011,XUT,286596,287364,5.81334911,+,.,16F-117
chrXVI,van_Dijk_2011,XUT,341119,342042,0.929196771,+,.,16F-134
chrXVI,van_Dijk_2011,XUT,345050,345935,4.320676301,+,.,16F-137
chrXVI,van_Dijk_2011,XUT,345978,346704,4.503852325,+,.,16F-139
chrXVI,van_Dijk_2011,XUT,346864,347419,7.71122463,+,.,16F-141
chrXVI,van_Dijk_2011,XUT,352599,352947,2.465463055,+,.,16F-145
chrXVI,van_Dijk_2011,XUT,363762,364358,2.339289085,+,.,16F-148
chrXVI,van_Dijk_2011,XUT,368736,369634,4.590347673,+,.,16F-151
chrXVI,van_Dijk_2011,XUT,379562,381212,2.088256616,+,.,16F-155
chrXVI,van_Dijk_2011,XUT,443076,443472,3.589323869,+,.,16F-175
chrXVI,van_Dijk_2011,XUT,443494,443856,3.934038461,+,.,16F-176
chrXVI,van_Dijk_2011,XUT,443902,444391,4.562746015,+,.,16F-178
chrXVI,van_Dijk_2011,XUT,451227,451960,1.442986394,+,.,16F-180
chrXVI,van_Dijk_2011,XUT,453363,454233,2.575732649,+,.,16F-182
chrXVI,van_Dijk_2011,XUT,454293,454562,3.76459492,+,.,16F-183
chrXVI,van_Dijk_2011,XUT,454830,455368,3.042237202,+,.,16F-184
chrXVI,van_Dijk_2011,XUT,482159,482740,2.469967596,+,.,16F-193
chrXVI,van_Dijk_2011,XUT,492833,493089,1.814192446,+,.,16F-197
chrXVI,van_Dijk_2011,XUT,520589,520978,1.846175641,+,.,16F-206
chrXVI,van_Dijk_2011,XUT,526402,527226,4.359272575,+,.,16F-208
chrXVI,van_Dijk_2011,XUT,544011,544431,3.315281838,+,.,16F-213
chrXVI,van_Dijk_2011,XUT,562900,563557,5.28730898,+,.,16F-224
chrXVI,van_Dijk_2011,XUT,565318,566834,5.089579129,+,.,16F-226
chrXVI,van_Dijk_2011,XUT,567277,567884,2.280527629,+,.,16F-227
chrXVI,van_Dijk_2011,XUT,568018,569129,3.234080203,+,.,16F-229
chrXVI,van_Dijk_2011,XUT,581518,581954,2.256330919,+,.,16F-233
chrXVI,van_Dijk_2011,XUT,583352,584109,2.684424571,+,.,16F-236
chrXVI,van_Dijk_2011,XUT,586436,588856,3.639606067,+,.,16F-238
chrXVI,van_Dijk_2011,XUT,607529,608920,4.56871275,+,.,16F-243
chrXVI,van_Dijk_2011,XUT,620156,621908,3.699993036,+,.,16F-247
chrXVI,van_Dijk_2011,XUT,680817,681077,3.589565385,+,.,16F-272
chrXVI,van_Dijk_2011,XUT,683968,684370,2.570895626,+,.,16F-274
chrXVI,van_Dijk_2011,XUT,697505,698489,5.381069861,+,.,16F-280
chrXVI,van_Dijk_2011,XUT,728970,729429,2.903064858,+,.,16F-292
chrXVI,van_Dijk_2011,XUT,781114,781468,2.217761383,+,.,16F-310
chrXVI,van_Dijk_2011,XUT,781543,781807,3.99808505,+,.,16F-311
chrXVI,van_Dijk_2011,XUT,812515,813136,2.83198176,+,.,16F-324
chrXVI,van_Dijk_2011,XUT,825403,825861,3.443416472,+,.,16F-332
chrXVI,van_Dijk_2011,XUT,828428,829277,2.967358534,+,.,16F-334
chrXVI,van_Dijk_2011,XUT,840153,840791,4.471020933,+,.,16F-339
chrXVI,van_Dijk_2011,XUT,866989,867525,3.762103935,+,.,16F-348
chrXVI,van_Dijk_2011,XUT,876997,877601,2.141727797,+,.,16F-353
chrXVI,van_Dijk_2011,XUT,882371,883082,3.667007518,+,.,16F-356
chrXVI,van_Dijk_2011,XUT,891524,892015,2.007579969,+,.,16F-363
chrXVI,van_Dijk_2011,XUT,924140,928552,4.055559328,+,.,16F-376
chrXVI,van_Dijk_2011,XUT,928945,930896,2.319526437,+,.,16F-377
chrXVI,van_Dijk_2011,XUT,937260,938119,4.143183448,+,.,16F-383
chrXVI,van_Dijk_2011,XUT,938531,939063,4.603504576,+,.,16F-384
chrXVI,van_Dijk_2011,XUT,17327,18027,4.588564556,-,.,16R-6
chrXVI,van_Dijk_2011,XUT,19310,21957,3.136704589,-,.,16R-8
chrXVI,van_Dijk_2011,XUT,23721,24674,2.020660503,-,.,16R-9
chrXVI,van_Dijk_2011,XUT,36989,37814,3.97452722,-,.,16R-15
chrXVI,van_Dijk_2011,XUT,40724,41271,3.593368029,-,.,16R-18
chrXVI,van_Dijk_2011,XUT,41885,42160,3.313586876,-,.,16R-21
chrXVI,van_Dijk_2011,XUT,46727,47227,3.49765606,-,.,16R-25
chrXVI,van_Dijk_2011,XUT,62663,63035,3.754813899,-,.,16R-29
chrXVI,van_Dijk_2011,XUT,63436,63697,2.421390165,-,.,16R-30
chrXVI,van_Dijk_2011,XUT,114316,115696,3.150700298,-,.,16R-54
chrXVI,van_Dijk_2011,XUT,129471,129794,3.584888898,-,.,16R-59
chrXVI,van_Dijk_2011,XUT,143473,143835,2.873458396,-,.,16R-66
chrXVI,van_Dijk_2011,XUT,144088,145277,3.207180649,-,.,16R-67
chrXVI,van_Dijk_2011,XUT,145323,146913,3.306076881,-,.,16R-69
chrXVI,van_Dijk_2011,XUT,175037,175820,2.603174251,-,.,16R-82
chrXVI,van_Dijk_2011,XUT,214359,215652,3.241330787,-,.,16R-94
chrXVI,van_Dijk_2011,XUT,218761,219215,2.539689478,-,.,16R-98
chrXVI,van_Dijk_2011,XUT,296946,297284,2.356571642,-,.,16R-132
chrXVI,van_Dijk_2011,XUT,338925,339266,4.138600464,-,.,16R-143
chrXVI,van_Dijk_2011,XUT,340099,340656,1.24001247,-,.,16R-144
chrXVI,van_Dijk_2011,XUT,393313,393846,2.413122549,-,.,16R-165
chrXVI,van_Dijk_2011,XUT,394992,395977,2.060729676,-,.,16R-166
chrXVI,van_Dijk_2011,XUT,411316,411603,1.391642822,-,.,16R-174
chrXVI,van_Dijk_2011,XUT,426123,426615,3.555976206,-,.,16R-179
chrXVI,van_Dijk_2011,XUT,443104,444378,4.134457492,-,.,16R-184
chrXVI,van_Dijk_2011,XUT,455776,456628,4.117383978,-,.,16R-190
chrXVI,van_Dijk_2011,XUT,458979,459861,4.446264834,-,.,16R-192
chrXVI,van_Dijk_2011,XUT,482442,482755,2.216106989,-,.,16R-201
chrXVI,van_Dijk_2011,XUT,485511,486116,2.019608763,-,.,16R-204
chrXVI,van_Dijk_2011,XUT,518166,518443,1.327731058,-,.,16R-218
chrXVI,van_Dijk_2011,XUT,527401,528634,2.560435854,-,.,16R-225
chrXVI,van_Dijk_2011,XUT,552433,553174,1.695340349,-,.,16R-235
chrXVI,van_Dijk_2011,XUT,556307,557686,4.068392687,-,.,16R-239
chrXVI,van_Dijk_2011,XUT,588703,589068,1.690071134,-,.,16R-262
